Id,Amount,EntryDate,Date,ReceiptNumber,PaymentTotal,TransactionTypeId,MemberId,InterestTotal,PaymentCompleted,EntryType,IsReversal,ReversedBy
17365,50,00:46.9,00:00.0,276,0,1,409,0,0,cr,0,
17366,20,41:29.9,00:00.0,277,0,1,431,0,0,cr,0,
17367,100,42:06.3,00:00.0,278,0,3,412,0,0,cr,0,
17368,100,42:06.3,00:00.0,278,0,1,412,0,0,cr,0,
17369,50,43:19.1,00:00.0,279,0,1,293,0,0,cr,0,
17370,200,44:10.7,00:00.0,280,0,3,331,0,0,cr,0,
17371,100,44:10.7,00:00.0,280,0,1,331,0,0,cr,0,
17372,100,00:50.5,00:00.0,356,0,1,306,0,0,cr,0,
17373,50,01:44.0,00:00.0,357,0,1,322,0,0,cr,0,
17374,50,02:34.8,00:00.0,360,0,1,332,0,0,cr,0,
17375,20,03:16.8,00:00.0,362,0,1,422,0,0,cr,0,
17376,40,04:10.2,00:00.0,363,0,1,1574,0,0,cr,0,
17377,10,04:50.1,00:00.0,364,0,1,371,0,0,cr,0,
17378,50,05:22.0,00:00.0,365,0,3,301,0,0,cr,0,
17379,150,06:15.6,00:00.0,359,0,2,375,0,0,dr,0,
17380,100,08:18.3,00:00.0,W003,0,1,20,0,0,dr,0,
17381,80,20:24.9,00:00.0,281,0,1,398,0,0,cr,0,
17382,40,21:29.3,00:00.0,282,0,1,388,0,0,cr,0,
17383,100,22:11.4,00:00.0,283,0,1,378,0,0,cr,0,
17384,10,22:53.5,00:00.0,284,0,1,371,0,0,cr,0,
17385,100,23:23.6,00:00.0,285,0,1,438,0,0,cr,0,
17386,200,24:06.7,00:00.0,286,0,2,375,0,0,dr,0,
17387,20,25:04.9,00:00.0,287,0,1,431,0,0,cr,0,
17388,50,25:58.8,00:00.0,288,0,1,293,0,0,cr,0,
17389,50,26:38.0,00:00.0,289,0,1,322,0,0,cr,0,
17390,50,27:12.3,00:00.0,290,0,1,322,0,0,cr,0,
17391,20,27:57.5,00:00.0,291,0,3,329,0,0,cr,0,
17392,100,28:39.3,00:00.0,292,0,1,311,0,0,cr,0,
17393,100,29:18.4,00:00.0,293,0,1,304,0,0,cr,0,
17394,10,00:09.6,00:00.0,366,0,1,371,0,0,cr,0,
17395,20,01:05.0,00:00.0,367,0,3,432,0,0,cr,0,
17396,50,01:40.4,00:00.0,368,0,1,293,0,0,cr,0,
17397,170,02:12.6,00:00.0,369,0,1,398,0,0,cr,0,
17398,50,04:16.4,00:00.0,370,0,1,7,0,0,cr,0,
17399,50,04:56.1,00:00.0,371,0,1,435,0,0,cr,0,
17400,50,05:30.9,00:00.0,372,0,1,304,0,0,cr,0,
17401,40,06:03.6,00:00.0,373,0,1,1574,0,0,cr,0,
17402,100,06:37.1,00:00.0,374,0,1,295,0,0,cr,0,
17403,5000,07:23.2,00:00.0,L002,0,2,323,400,0,cr,0,
17404,10,43:48.7,00:00.0,1079,0,1,371,0,0,cr,0,
17405,10,45:17.4,00:00.0,1080,0,3,343,0,0,cr,0,
17406,30,45:17.4,00:00.0,1080,0,1,343,0,0,cr,0,
17407,100,46:13.5,00:00.0,1081,0,1,316,0,0,cr,0,
17408,200,46:58.3,00:00.0,1082,0,1,1572,0,0,cr,0,
17409,50,47:50.3,00:00.0,1083,0,1,1573,0,0,cr,0,
17410,50,48:38.3,00:00.0,1084,0,1,317,0,0,cr,0,
17411,50,49:20.3,00:00.0,1085,0,1,416,0,0,cr,0,
17412,50,50:00.0,00:00.0,1086,0,1,415,0,0,cr,0,
17413,50,50:42.4,00:00.0,375,0,1,304,0,0,cr,0,
17414,100,51:19.1,00:00.0,1087,0,1,7,0,0,cr,0,
17415,40,52:08.5,00:00.0,376,0,1,370,0,0,cr,0,
17416,100,52:54.5,00:00.0,377,0,1,322,0,0,cr,0,
17417,100,53:45.6,00:00.0,378,0,1,390,0,0,cr,0,
17418,50,54:28.4,00:00.0,379,0,1,304,0,0,cr,0,
17419,50,01:13.1,00:00.0,380,0,2,375,0,0,dr,0,
17420,40,03:03.9,00:00.0,381,0,1,454,0,0,cr,0,
17421,20,05:05.0,00:00.0,382,0,1,377,0,0,cr,0,
17422,100,06:26.3,00:00.0,383,0,1,293,0,0,cr,0,
17423,20,08:00.4,00:00.0,1088,0,1,353,0,0,cr,0,
17424,40,15:38.7,00:00.0,1089,0,3,432,0,0,cr,0,
17425,45,15:38.7,00:00.0,1089,0,1,432,0,0,cr,0,
17426,50,21:07.0,00:00.0,1090,0,1,409,0,0,cr,0,
17427,100,22:09.0,00:00.0,1091,0,1,304,0,0,cr,0,
17428,40,23:06.1,00:00.0,1092,0,1,378,0,0,cr,0,
17429,20,25:09.9,00:00.0,1093,0,3,422,0,0,cr,0,
17430,40,25:09.9,00:00.0,1093,0,1,422,0,0,cr,0,
17431,20,26:31.7,00:00.0,1095,0,1,1574,0,0,cr,0,
17432,20,27:18.0,00:00.0,1096,0,1,371,0,0,cr,0,
17433,100,28:10.4,00:00.0,1097,0,3,444,0,0,cr,0,
17434,600,28:10.4,00:00.0,1097,0,1,444,0,0,cr,0,
17435,20,29:29.9,00:00.0,1098,0,1,306,0,0,cr,0,
17436,50,30:18.8,00:00.0,1099,0,1,331,0,0,cr,0,
17437,100,31:14.5,00:00.0,1100,0,1,375,0,0,cr,0,
17438,200,32:16.6,00:00.0,1100,0,2,375,0,0,dr,0,
17439,250,42:37.8,00:00.0,W004,0,1,434,0,0,dr,0,
17440,40,43:51.5,00:00.0,301,0,1,388,0,0,cr,0,
17441,50,45:06.8,00:00.0,302,0,1,341,0,0,cr,0,
17442,100,46:13.1,00:00.0,303,0,1,378,0,0,cr,0,
17443,10,47:00.6,00:00.0,304,0,3,343,0,0,cr,0,
17444,30,47:00.6,00:00.0,304,0,1,343,0,0,cr,0,
17445,10,47:47.3,00:00.0,305,0,1,371,0,0,cr,0,
17446,20,48:35.1,00:00.0,306,0,1,425,0,0,cr,0,
17447,30,49:19.3,00:00.0,307,0,1,432,0,0,cr,0,
17448,200,49:58.5,00:00.0,308,0,1,454,0,0,cr,0,
17449,30,50:51.2,00:00.0,309,0,1,419,0,0,cr,0,
17450,100,51:37.3,00:00.0,310,0,1,7,0,0,cr,0,
17451,50,52:26.0,00:00.0,311,0,1,331,0,0,cr,0,
17452,40,53:05.6,00:00.0,312,0,1,293,0,0,cr,0,
17453,20,54:33.0,00:00.0,313,0,1,353,0,0,cr,0,
17454,30,55:30.7,00:00.0,314,0,3,422,0,0,cr,0,
17455,60,55:30.7,00:00.0,314,0,1,422,0,0,cr,0,
17456,50,56:27.8,00:00.0,315,0,1,1574,0,0,cr,0,
17457,10,57:22.8,00:00.0,385,0,1,371,0,0,cr,0,
17458,30,58:09.4,00:00.0,386,0,1,392,0,0,cr,0,
17459,30,58:55.2,00:00.0,387,0,1,391,0,0,cr,0,
17460,10,04:14.4,00:00.0,316,0,1,353,0,0,cr,0,
17461,20,05:20.6,00:00.0,317,0,1,419,0,0,cr,0,
17462,60,05:51.5,00:00.0,318,0,1,391,0,0,cr,0,
17463,10,06:29.9,00:00.0,319,0,1,392,0,0,cr,0,
17464,60,07:35.4,00:00.0,320,0,1,453,0,0,cr,0,
17465,20,08:33.8,00:00.0,322,0,3,452,0,0,cr,0,
17466,80,08:33.8,00:00.0,322,0,1,452,0,0,cr,0,
17467,10,09:45.4,00:00.0,388,0,1,371,0,0,cr,0,
17468,20,10:31.8,00:00.0,389,0,1,306,0,0,cr,0,
17469,50,11:17.0,00:00.0,390,0,1,293,0,0,cr,0,
17470,20,11:59.5,00:00.0,324,0,1,327,0,0,cr,0,
17471,400,12:49.0,00:00.0,W005,0,1,332,0,0,dr,0,
17472,30,14:00.6,00:00.0,325,0,1,425,0,0,cr,0,
17473,100,32:15.6,00:00.0,391,0,3,7,0,0,cr,0,
17474,400,32:15.6,00:00.0,391,0,1,7,0,0,cr,0,
17475,2000,34:00.9,00:00.0,393,0,1,311,0,0,cr,0,
17476,50,34:57.3,00:00.0,394,0,1,332,0,0,cr,0,
17477,60,35:48.3,00:00.0,395,0,1,1574,0,0,cr,0,
17478,50,37:31.5,00:00.0,396,0,1,451,0,0,cr,0,
17479,20,38:39.7,00:00.0,326,0,1,306,0,0,cr,0,
17480,50,39:31.8,00:00.0,327,0,1,409,0,0,cr,0,
17481,10,40:19.5,00:00.0,328,0,1,371,0,0,cr,0,
17482,60,40:56.1,00:00.0,329,0,1,435,0,0,cr,0,
17483,30,41:46.4,00:00.0,330,0,1,419,0,0,cr,0,
17484,100,43:47.9,00:00.0,331,0,1,304,0,0,cr,0,
17485,20,44:32.5,00:00.0,332,0,3,422,0,0,cr,0,
17486,30,44:32.5,00:00.0,332,0,1,422,0,0,cr,0,
17487,30,45:34.0,00:00.0,333,0,1,392,0,0,cr,0,
17488,30,46:08.9,00:00.0,334,0,1,391,0,0,cr,0,
17489,50,46:50.4,00:00.0,335,0,1,452,0,0,cr,0,
17490,300,47:37.0,00:00.0,336,0,1,7,0,0,cr,0,
17491,50,47:37.0,00:00.0,337,0,3,7,0,0,cr,0,
17492,100,49:30.3,00:00.0,W006,0,1,398,0,0,dr,0,
17493,1000,50:29.8,00:00.0,L003,0,2,327,120,0,cr,0,
17494,20,26:39.9,00:00.0,338,0,3,341,0,0,cr,0,
17495,30,26:39.9,00:00.0,338,0,1,341,0,0,cr,0,
17496,50,27:49.6,00:00.0,339,0,1,332,0,0,cr,0,
17497,60,28:31.6,00:00.0,340,0,1,392,0,0,cr,0,
17498,50,29:31.0,00:00.0,341,0,3,449,0,0,cr,0,
17499,20,29:31.0,00:00.0,341,0,1,449,0,0,cr,0,
17500,30,30:41.3,00:00.0,342,0,1,391,0,0,cr,0,
17501,50,31:44.3,00:00.0,343,0,1,452,0,0,cr,0,
17502,200,32:25.6,00:00.0,344,0,2,375,0,0,dr,0,
17503,50,33:28.9,00:00.0,345,0,1,320,0,0,cr,0,
17504,10,34:13.0,00:00.0,346,0,1,377,0,0,cr,0,
17505,50,34:54.1,00:00.0,348,0,1,304,0,0,cr,0,
17506,10,35:45.5,00:00.0,350,0,3,329,0,0,cr,0,
17507,50,36:38.7,00:00.0,350,0,3,7,0,0,cr,0,
17508,100,36:38.7,00:00.0,350,0,1,7,0,0,cr,0,
17509,40,37:25.8,00:00.0,295,0,1,388,0,0,cr,0,
17510,50,38:13.5,00:00.0,296,0,1,409,0,0,cr,0,
17511,10,38:50.6,00:00.0,297,0,1,371,0,0,cr,0,
17512,40,39:39.2,00:00.0,298,0,1,447,0,0,cr,0,
17513,5,41:01.6,00:00.0,299,0,1,450,0,0,cr,0,
17514,50,41:32.9,00:00.0,300,0,1,293,0,0,cr,0,
17515,30,42:27.7,00:00.0,347,0,1,3,0,0,cr,0,
17516,50,43:12.6,00:00.0,1,0,3,318,0,0,cr,0,
17517,30,43:12.6,00:00.0,1,0,1,318,0,0,cr,0,
17518,50,44:06.5,00:00.0,2,0,3,307,0,0,cr,0,
17519,30,44:06.5,00:00.0,2,0,1,307,0,0,cr,0,
17520,20,45:11.8,00:00.0,398,0,1,416,0,0,cr,0,
17521,20,45:50.0,00:00.0,399,0,1,415,0,0,cr,0,
17522,20,46:29.8,00:00.0,400,0,1,14,0,0,cr,0,
17523,50,47:07.9,00:00.0,3,0,3,400,0,0,cr,0,
17524,50,47:07.9,00:00.0,3,0,1,400,0,0,cr,0,
17525,200,01:00.4,00:00.0,W007,0,1,385,0,0,dr,0,
17526,100,03:46.6,00:00.0,4,0,1,322,0,0,cr,0,
17527,100,05:01.4,00:00.0,5,0,1,331,0,0,cr,0,
17528,100,06:12.3,00:00.0,6,0,2,327,0,0,dr,0,
17529,30,07:30.4,00:00.0,7,0,1,293,0,0,cr,0,
17530,10,08:36.5,00:00.0,8,0,1,371,0,0,cr,0,
17531,40,09:35.9,00:00.0,9,0,1,391,0,0,cr,0,
17532,50,10:26.5,00:00.0,10,0,1,392,0,0,cr,0,
17533,50,11:24.5,00:00.0,11,0,1,452,0,0,cr,0,
17534,50,12:17.9,00:00.0,12,0,1,332,0,0,cr,0,
17535,100,13:24.5,00:00.0,13,0,1,451,0,0,cr,0,
17536,500,24:53.8,00:00.0,14,0,1,420,0,0,cr,0,
17537,20,25:58.6,00:00.0,15,0,1,306,0,0,cr,0,
17538,200,31:26.3,00:00.0,16,0,3,372,0,0,cr,0,
17539,50,31:26.3,00:00.0,16,0,1,372,0,0,cr,0,
17540,10,32:37.4,00:00.0,17,0,1,449,0,0,cr,0,
17541,10,34:35.4,00:00.0,18,0,1,448,0,0,cr,0,
17542,50,35:58.8,00:00.0,19,0,1,304,0,0,cr,0,
17543,100,37:20.2,00:00.0,20,0,1,7,0,0,cr,0,
17544,10,24:26.6,00:00.0,51,0,1,371,0,0,cr,0,
17545,100,25:41.8,00:00.0,52,0,1,296,0,0,cr,0,
17546,50,26:43.0,00:00.0,53,0,1,431,0,0,cr,0,
17547,100,27:32.9,00:00.0,54,0,2,327,0,0,dr,0,
17548,20,29:24.5,00:00.0,55,0,1,419,0,0,cr,0,
17549,20,30:19.4,00:00.0,56,0,1,419,0,0,cr,0,
17550,10,31:31.3,00:00.0,57,0,1,446,0,0,cr,0,
17551,50,32:17.5,00:00.0,21,0,1,409,0,0,cr,0,
17552,50,33:10.4,00:00.0,22,0,1,452,0,0,cr,0,
17553,50,33:46.4,00:00.0,23,0,1,332,0,0,cr,0,
17554,30,34:31.4,00:00.0,24,0,1,391,0,0,cr,0,
17555,40,35:15.3,00:00.0,25,0,1,392,0,0,cr,0,
17556,50,35:55.8,00:00.0,26,0,3,7,0,0,cr,0,
17557,50,35:55.8,00:00.0,26,0,1,7,0,0,cr,0,
17558,30,37:20.4,00:00.0,27,0,1,384,0,0,cr,0,
17559,300,38:20.4,00:00.0,28,0,1,372,0,0,cr,0,
17560,50,39:11.2,00:00.0,29,0,1,304,0,0,cr,0,
17561,20,12:38.9,00:00.0,31,0,1,431,0,0,cr,0,
17562,10,13:35.4,00:00.0,32,0,1,371,0,0,cr,0,
17563,50,14:37.6,00:00.0,33,0,1,304,0,0,cr,0,
17564,50,15:29.0,00:00.0,34,0,1,311,0,0,cr,0,
17565,40,16:08.4,00:00.0,35,0,1,446,0,0,cr,0,
17566,20,16:49.2,00:00.0,30,0,1,3,0,0,cr,0,
17567,100,17:35.6,00:00.0,36,0,1,322,0,0,cr,0,
17568,40,18:22.7,00:00.0,37,0,1,391,0,0,cr,0,
17569,100,19:07.8,00:00.0,38,0,1,296,0,0,cr,0,
17570,40,19:42.0,00:00.0,39,0,1,392,0,0,cr,0,
17571,50,20:18.5,00:00.0,40,0,1,452,0,0,cr,0,
17572,20,21:43.6,00:00.0,41,0,3,449,0,0,cr,0,
17573,30,21:43.6,00:00.0,41,0,1,449,0,0,cr,0,
17574,20,22:41.1,00:00.0,42,0,3,422,0,0,cr,0,
17575,20,22:41.1,00:00.0,42,0,1,422,0,0,cr,0,
17576,80,23:46.7,00:00.0,43,0,1,1574,0,0,cr,0,
17577,40,24:35.1,00:00.0,44,0,1,320,0,0,cr,0,
17578,20,25:38.8,00:00.0,46,0,1,3,0,0,cr,0,
17579,1500,28:48.0,00:00.0,L006,0,2,372,60,0,cr,0,
17580,4000,31:13.7,00:00.0,L005,0,2,311,480,0,cr,0,
17581,50,38:42.9,00:00.0,58,0,1,296,0,0,cr,0,
17582,40,40:08.6,00:00.0,59,0,1,392,0,0,cr,0,
17583,20,40:56.5,00:00.0,61,0,1,425,0,0,cr,0,
17584,50,41:52.9,00:00.0,63,0,1,304,0,0,cr,0,
17585,50,42:37.7,00:00.0,101,0,1,7,0,0,cr,0,
17586,20,43:36.5,00:00.0,102,0,1,419,0,0,cr,0,
17587,20,44:10.2,00:00.0,103,0,1,419,0,0,cr,0,
17588,100,47:10.8,00:00.0,104,0,2,327,0,0,dr,0,
17589,20,48:05.7,00:00.0,105,0,1,3,0,0,cr,0,
17590,40,48:53.2,00:00.0,47,0,1,388,0,0,cr,0,
17591,50,49:52.2,00:00.0,48,0,1,452,0,0,cr,0,
17592,40,50:52.6,00:00.0,49,0,1,391,0,0,cr,0,
17593,10,51:39.3,00:00.0,50,0,1,371,0,0,cr,0,
17594,490,27:27.8,00:00.0,64,0,1,465,0,0,cr,0,
17595,55,29:34.1,00:00.0,65,0,1,372,0,0,cr,0,
17596,195,30:12.6,00:00.0,65,0,2,372,0,0,dr,0,
17597,100,31:24.9,00:00.0,66,0,3,449,0,0,cr,0,
17598,200,31:24.9,00:00.0,66,0,1,449,0,0,cr,0,
17599,50,36:41.3,00:00.0,67,0,1,391,0,0,cr,0,
17600,50,39:34.6,00:00.0,68,0,1,452,0,0,cr,0,
17601,50,40:58.8,00:00.0,69,0,1,392,0,0,cr,0,
17602,50,43:28.2,00:00.0,70,0,1,296,0,0,cr,0,
17603,70,44:04.4,00:00.0,71,0,1,7,0,0,cr,0,
17604,500,45:01.2,00:00.0,L006,0,2,463,60,0,cr,0,
17605,100,48:37.7,00:00.0,72,0,1,409,0,0,cr,0,
17606,40,49:53.5,00:00.0,73,0,1,425,0,0,cr,0,
17607,100,50:37.3,00:00.0,74,0,2,327,0,0,dr,0,
17608,100,51:42.6,00:00.0,75,0,1,322,0,0,cr,0,
17609,30,52:44.7,00:00.0,76,0,1,1574,0,0,cr,0,
17610,20,54:02.2,00:00.0,77,0,1,422,0,0,cr,0,
17611,100,54:44.4,00:00.0,78,0,3,449,0,0,cr,0,
17612,200,54:44.4,00:00.0,78,0,1,449,0,0,cr,0,
17613,20,55:47.4,00:00.0,77,0,3,422,0,0,cr,0,
17614,50,57:10.6,00:00.0,79,0,1,391,0,0,cr,0,
17615,50,57:51.3,00:00.0,80,0,1,296,0,0,cr,0,
17616,50,58:29.0,00:00.0,81,0,1,392,0,0,cr,0,
17617,50,59:13.3,00:00.0,82,0,1,452,0,0,cr,0,
17618,200,43:13.9,00:00.0,83,0,1,304,0,0,cr,0,
17619,60,44:34.7,00:00.0,84,0,1,7,0,0,cr,0,
17620,20,46:44.2,00:00.0,85,0,1,431,0,0,cr,0,
17621,20,47:41.9,00:00.0,86,0,3,307,0,0,cr,0,
17622,20,47:41.9,00:00.0,86,0,1,307,0,0,cr,0,
17623,20,48:39.9,00:00.0,87,0,3,318,0,0,cr,0,
17624,20,48:39.9,00:00.0,87,0,1,318,0,0,cr,0,
17625,10,49:44.1,00:00.0,83,0,1,371,0,0,cr,0,
17626,500,51:12.3,00:00.0,W008,0,1,420,0,0,dr,0,
17627,20,35:57.3,00:00.0,89,0,1,431,0,0,cr,0,
17628,40,37:34.8,00:00.0,90,0,1,306,0,0,cr,0,
17629,100,38:18.9,00:00.0,92,0,1,304,0,0,cr,0,
17630,10,39:09.2,00:00.0,106,0,1,371,0,0,cr,0,
17631,60,39:57.6,00:00.0,107,0,3,449,0,0,cr,0,
17632,60,39:57.6,00:00.0,107,0,1,449,0,0,cr,0,
17633,30,40:55.2,00:00.0,108,0,1,446,0,0,cr,0,
17634,40,41:47.1,00:00.0,109,0,1,425,0,0,cr,0,
17635,50,43:44.3,00:00.0,110,0,1,296,0,0,cr,0,
17636,100,45:00.4,00:00.0,112,0,2,327,0,0,dr,0,
17637,100,52:34.9,00:00.0,113,0,1,316,0,0,cr,0,
17638,200,54:26.9,00:00.0,114,0,1,1572,0,0,cr,0,
17639,50,55:43.6,00:00.0,115,0,1,317,0,0,cr,0,
17640,50,37:46.2,00:00.0,116,0,1,1573,0,0,cr,0,
17641,100,38:39.3,00:00.0,117,0,1,304,0,0,cr,0,
17642,50,39:52.8,00:00.0,118,0,1,338,0,0,cr,0,
17643,50,40:54.3,00:00.0,119,0,1,336,0,0,cr,0,
17644,10,41:45.0,00:00.0,93,0,1,371,0,0,cr,0,
17645,50,42:32.4,00:00.0,94,0,1,322,0,0,cr,0,
17646,20,43:42.6,00:00.0,95,0,3,449,0,0,cr,0,
17647,50,43:42.6,00:00.0,95,0,1,449,0,0,cr,0,
17648,50,45:11.0,00:00.0,96,0,1,409,0,0,cr,0,
17649,200,46:08.0,00:00.0,97,0,1,464,0,0,cr,0,
17650,50,46:57.9,00:00.0,98,0,1,452,0,0,cr,0,
17651,50,47:53.6,00:00.0,99,0,1,391,0,0,cr,0,
17652,50,48:31.9,00:00.0,100,0,1,392,0,0,cr,0,
17653,300,50:38.5,00:00.0,W009,0,1,465,0,0,dr,0,
17654,500,56:42.3,00:00.0,LL01,0,2,445,50,0,cr,0,
17655,200,03:42.3,00:00.0,L007,0,2,419,20,0,cr,0,
17656,200,05:40.2,00:00.0,651,0,1,449,0,0,cr,0,
17657,50,07:21.9,00:00.0,652,0,1,409,0,0,cr,0,
17658,10,09:32.3,00:00.0,653,0,1,450,0,0,cr,0,
17659,70,10:27.2,00:00.0,654,0,3,411,0,0,cr,0,
17660,30,10:27.2,00:00.0,654,0,1,411,0,0,cr,0,
17661,50,12:01.0,00:00.0,655,0,1,391,0,0,cr,0,
17662,50,12:40.2,00:00.0,656,0,1,392,0,0,cr,0,
17663,50,13:13.0,00:00.0,657,0,1,452,0,0,cr,0,
17664,80,14:07.2,00:00.0,658,0,1,388,0,0,cr,0,
17665,10,14:44.5,00:00.0,659,0,1,371,0,0,cr,0,
17666,150,15:28.3,00:00.0,660,0,1,7,0,0,cr,0,
17667,50,16:58.0,00:00.0,661,0,1,304,0,0,cr,0,
17668,10,17:46.8,00:00.0,662,0,1,318,0,0,cr,0,
17669,20,17:46.8,00:00.0,662,0,3,318,0,0,cr,0,
17670,25,19:30.2,00:00.0,663,0,1,307,0,0,cr,0,
17671,25,19:30.2,00:00.0,663,0,3,307,0,0,cr,0,
17672,500,19:30.2,00:00.0,L008,0,2,307,50,0,cr,0,
17673,500,33:16.0,00:00.0,L008,0,2,7,50,0,cr,0,
17674,30,49:43.4,00:00.0,664,0,1,329,0,0,cr,0,
17675,50,12:20.2,00:00.0,665,0,1,341,0,0,cr,0,
17676,50,13:11.1,00:00.0,666,0,1,409,0,0,cr,0,
17677,100,13:50.4,00:00.0,667,0,1,322,0,0,cr,0,
17678,150,15:37.6,00:00.0,668,0,3,449,0,0,cr,0,
17679,330,15:37.6,00:00.0,668,0,1,449,0,0,cr,0,
