Id,Amount,EntryDate,Date,ReceiptNumber,PaymentTotal,TransactionTypeId,MemberId,InterestTotal,PaymentCompleted,EntryType,IsReversal,ReversedBy
17680,50,16:54.8,00:00.0,669,0,1,452,0,0,cr,0,
17681,50,26:31.0,00:00.0,670,0,1,296,0,0,cr,0,
17682,50,27:14.5,00:00.0,671,0,1,391,0,0,cr,0,
17683,50,27:57.6,00:00.0,672,0,1,392,0,0,cr,0,
17684,20,29:14.3,00:00.0,673,0,1,371,0,0,cr,0,
17685,40,30:19.9,00:00.0,674,0,1,1574,0,0,cr,0,
17686,50,31:22.3,00:00.0,675,0,1,332,0,0,cr,0,
17687,300,32:15.6,00:00.0,677,0,3,411,0,0,cr,0,
17688,100,33:06.5,00:00.0,679,0,1,7,0,0,cr,0,
17689,50,34:15.8,00:00.0,680,0,1,304,0,0,cr,0,
17690,200,35:07.0,00:00.0,679,0,2,7,0,0,dr,0,
17691,500,36:04.5,00:00.0,W010,0,1,420,0,0,dr,0,
17692,20,40:56.7,00:00.0,120,0,1,425,0,0,cr,0,
17693,30,02:28.3,00:00.0,121,0,1,293,0,0,cr,0,
17694,50,06:13.5,00:00.0,122,0,1,452,0,0,cr,0,
17695,50,15:52.8,00:00.0,123,0,1,296,0,0,cr,0,
17696,40,16:54.2,00:00.0,124,0,1,392,0,0,cr,0,
17697,40,17:40.2,00:00.0,125,0,1,391,0,0,cr,0,
17698,180,24:18.0,00:00.0,126,0,1,449,0,0,cr,0,
17699,100,27:54.4,00:00.0,127,0,1,378,0,0,cr,0,
17700,50,36:33.8,00:00.0,128,0,1,332,0,0,cr,0,
17701,20,37:11.9,00:00.0,129,0,1,371,0,0,cr,0,
17702,20,38:05.8,00:00.0,130,0,3,460,0,0,cr,0,
17703,20,38:05.8,00:00.0,130,0,1,460,0,0,cr,0,
17704,50,39:16.7,00:00.0,131,0,1,7,0,0,cr,0,
17705,150,39:47.9,00:00.0,131,0,2,7,0,0,dr,0,
17706,50,40:42.0,00:00.0,681,0,3,460,0,0,cr,0,
17707,20,40:42.0,00:00.0,681,0,1,460,0,0,cr,0,
17708,2000,42:03.1,00:00.0,L009,0,2,332,480,0,cr,0,
17709,160,42:51.7,00:00.0,W011,0,1,435,0,0,dr,0,
17710,20,17:35.9,00:00.0,132,0,1,431,0,0,cr,0,
17711,200,18:32.5,00:00.0,133,0,2,375,0,0,dr,0,
17712,30,19:32.7,00:00.0,134,0,1,293,0,0,cr,0,
17713,45,20:13.3,00:00.0,135,0,1,378,0,0,cr,0,
17714,20,20:49.2,00:00.0,682,0,1,371,0,0,cr,0,
17715,120,21:42.4,00:00.0,683,0,1,449,0,0,cr,0,
17716,100,22:31.9,00:00.0,684,0,2,327,0,0,dr,0,
17717,100,23:30.9,00:00.0,685,0,3,411,0,0,cr,0,
17718,150,23:30.9,00:00.0,685,0,1,411,0,0,cr,0,
17719,200,24:43.3,00:00.0,686,0,1,464,0,0,cr,0,
17720,100,25:36.3,00:00.0,687,0,2,419,0,0,dr,0,
17721,40,26:58.4,00:00.0,688,0,1,454,0,0,cr,0,
17722,190,27:49.4,00:00.0,689,0,2,463,0,0,dr,0,
17723,50,28:56.0,00:00.0,690,0,1,304,0,0,cr,0,
17724,100,29:53.5,00:00.0,691,0,1,456,0,0,cr,0,
17725,150,30:40.5,00:00.0,692,0,2,7,0,0,dr,0,
17726,51,31:09.5,00:00.0,692,0,1,7,0,0,cr,0,
17727,500,35:09.7,00:00.0,W013,0,1,420,0,0,dr,0,
17728,50,44:24.9,00:00.0,136,0,1,388,0,0,cr,0,
17729,15,45:31.6,00:00.0,137,0,1,371,0,0,cr,0,
17730,50,46:00.9,00:00.0,138,0,1,409,0,0,cr,0,
17731,50,46:43.0,00:00.0,139,0,1,452,0,0,cr,0,
17732,50,47:24.4,00:00.0,140,0,1,391,0,0,cr,0,
17733,50,47:58.7,00:00.0,141,0,1,296,0,0,cr,0,
17734,50,48:24.6,00:00.0,142,0,1,392,0,0,cr,0,
17735,300,49:08.5,00:00.0,143,0,1,444,0,0,cr,0,
17736,400,49:08.5,00:00.0,143,0,3,444,0,0,cr,0,
17737,80,50:19.4,00:00.0,144,0,1,449,0,0,cr,0,
17738,30,50:52.2,00:00.0,145,0,1,293,0,0,cr,0,
17739,400,53:43.5,00:00.0,147,0,1,457,0,0,cr,0,
17740,120,54:32.4,00:00.0,148,0,2,419,0,0,dr,0,
17741,200,55:23.8,00:00.0,149,0,1,411,0,0,cr,0,
17742,20,56:10.2,00:00.0,150,0,1,320,0,0,cr,0,
17743,50,56:50.3,00:00.0,693,0,1,295,0,0,cr,0,
17744,50,57:35.2,00:00.0,694,0,1,7,0,0,cr,0,
17745,50,58:15.5,00:00.0,694,0,2,7,0,0,dr,0,
17746,60,59:05.4,00:00.0,696,0,3,475,0,0,cr,0,
17747,100,59:59.4,00:00.0,697,0,1,304,0,0,cr,0,
17748,2500,01:25.9,00:00.0,L010,0,2,420,300,0,cr,0,
18559,50,38:23.9,00:00.0,698,0,1,461,0,0,cr,0,
18560,20,40:49.1,00:00.0,699,0,1,306,0,0,cr,0,
18561,160,41:33.8,00:00.0,700,0,1,454,0,0,cr,0,
18562,50,42:26.5,00:00.0,601,0,1,409,0,0,cr,0,
18563,10,43:20.6,00:00.0,602,0,1,450,0,0,cr,0,
18564,50,44:05.2,00:00.0,604,0,1,296,0,0,cr,0,
18565,20,44:59.8,00:00.0,605,0,1,353,0,0,cr,0,
18566,50,46:09.4,00:00.0,606,0,1,392,0,0,cr,0,
18567,50,46:53.4,00:00.0,607,0,1,391,0,0,cr,0,
18568,50,47:58.3,00:00.0,608,0,1,452,0,0,cr,0,
18569,20,48:52.4,00:00.0,609,0,1,431,0,0,cr,0,
18570,50,51:20.5,00:00.0,610,0,1,473,0,0,cr,0,
18571,50,52:17.5,00:00.0,612,0,1,322,0,0,cr,0,
18572,100,56:55.7,00:00.0,613,0,1,411,0,0,cr,0,
18573,50,57:40.4,00:00.0,614,0,1,471,0,0,cr,0,
18574,50,59:25.8,00:00.0,615,0,1,7,0,0,cr,0,
18575,20,59:58.2,00:00.0,616,0,1,320,0,0,cr,0,
18576,50,00:43.8,00:00.0,617,0,1,304,0,0,cr,0,
18577,100,01:36.1,00:00.0,W014,0,1,420,0,0,dr,0,
18578,540,03:27.6,00:00.0,618,0,1,449,0,0,cr,0,
18579,15,05:10.6,00:00.0,619,0,1,371,0,0,cr,0,
18580,50,06:08.0,00:00.0,620,0,1,322,0,0,cr,0,
18581,50,07:32.6,00:00.0,621,0,1,304,0,0,cr,0,
18582,50,08:33.7,00:00.0,622,0,1,473,0,0,cr,0,
18583,100,09:33.1,00:00.0,623,0,3,17,0,0,cr,0,
18584,10,10:21.2,00:00.0,624,0,1,320,0,0,cr,0,
18585,100,53:04.8,00:00.0,625,0,2,327,0,0,dr,0,
18586,70,54:15.6,00:00.0,626,0,1,419,0,0,cr,0,
18587,100,55:06.4,00:00.0,627,0,1,304,0,0,cr,0,
18588,50,55:46.6,00:00.0,628,0,1,322,0,0,cr,0,
18589,30,56:30.7,00:00.0,629,0,1,7,0,0,cr,0,
18590,190,06:52.0,00:00.0,151,0,2,463,0,0,dr,0,
18591,50,13:45.2,00:00.0,152,0,1,392,0,0,cr,0,
18592,50,16:48.1,00:00.0,153,0,1,296,0,0,cr,0,
18593,50,18:34.0,00:00.0,154,0,1,391,0,0,cr,0,
18594,50,19:40.3,00:00.0,155,0,1,452,0,0,cr,0,
18595,100,20:19.9,00:00.0,157,0,1,322,0,0,cr,0,
18596,500,21:10.7,00:00.0,158,0,1,470,0,0,cr,0,
18597,10,22:03.5,00:00.0,159,0,1,419,0,0,cr,0,
18598,50,22:56.1,00:00.0,160,0,1,320,0,0,cr,0,
18599,100,23:35.4,00:00.0,161,0,1,304,0,0,cr,0,
18600,44,24:19.3,00:00.0,162,0,1,7,0,0,cr,0,
18601,30,25:08.9,00:00.0,163,0,1,1574,0,0,cr,0,
18602,20,25:56.8,00:00.0,164,0,1,422,0,0,cr,0,
18603,50,26:42.5,00:00.0,637,0,1,388,0,0,cr,0,
18604,20,27:27.1,00:00.0,630,0,1,370,0,0,cr,0,
18605,100,28:13.1,00:00.0,631,0,1,446,0,0,cr,0,
18606,20,28:50.1,00:00.0,632,0,1,371,0,0,cr,0,
18607,100,29:30.5,00:00.0,633,0,1,409,0,0,cr,0,
18608,200,30:11.8,00:00.0,634,0,2,375,0,0,dr,0,
18609,10,31:07.5,00:00.0,635,0,1,353,0,0,cr,0,
18610,100,31:56.6,00:00.0,636,0,1,449,0,0,cr,0,
18611,1000,56:11.3,00:00.0,165,0,1,358,0,0,cr,0,
18612,500,57:56.6,00:00.0,W015,0,1,411,0,0,dr,0,
18613,205,59:22.7,00:00.0,166,0,1,307,0,0,cr,0,
18614,30,01:03.4,00:00.0,167,0,1,318,0,0,cr,0,
18615,20,01:03.4,00:00.0,167,0,3,318,0,0,cr,0,
18616,120,04:02.4,00:00.0,W016,0,1,380,0,0,dr,0,
18617,93,06:32.6,00:00.0,W017,0,1,402,0,0,dr,0,
18618,70,07:34.4,00:00.0,W018,0,1,401,0,0,dr,0,
18619,240,09:35.0,00:00.0,W019,0,1,426,0,0,dr,0,
18620,327,12:30.6,00:00.0,W020,0,1,398,0,0,dr,0,
18621,30,13:41.5,00:00.0,168,0,1,3,0,0,cr,0,
18622,30,15:11.7,00:00.0,169,0,1,465,0,0,cr,0,
18623,1700,16:16.5,00:00.0,W021,0,1,449,0,0,dr,0,
18624,290,17:27.4,00:00.0,170,0,1,469,0,0,cr,0,
18625,300,18:26.3,00:00.0,W022,0,1,444,0,0,dr,0,
18626,40,19:28.2,00:00.0,171,0,1,465,0,0,cr,0,
18627,100,35:36.0,00:00.0,172,0,1,446,0,0,cr,0,
18628,200,36:45.7,00:00.0,173,0,1,409,0,0,cr,0,
18629,100,37:56.3,00:00.0,174,0,1,322,0,0,cr,0,
18630,441,38:57.8,00:00.0,175,0,1,7,0,0,cr,0,
18631,500,39:52.0,00:00.0,W023,0,1,444,0,0,dr,0,
18632,500,43:44.9,00:00.0,W024,0,1,358,0,0,dr,0,
18633,50,45:10.6,00:00.0,176,0,1,320,0,0,cr,0,
18634,190,46:41.2,00:00.0,177,0,1,468,0,0,cr,0,
18635,100,48:24.9,00:00.0,178,0,1,409,0,0,cr,0,
18636,50,49:22.2,00:00.0,179,0,1,409,0,0,cr,0,
18637,100,53:57.0,00:00.0,180,0,1,322,0,0,cr,0,
18638,2000,54:58.5,00:00.0,181,0,2,332,0,0,dr,0,
18639,800,00:31.2,00:00.0,W025,0,1,409,0,0,dr,0,
18640,100,02:12.7,00:00.0,182,0,1,7,0,0,cr,0,
18641,50,04:13.5,00:00.0,183,0,1,409,0,0,cr,0,
18642,50,06:42.5,00:00.0,184,0,1,467,0,0,cr,0,
18643,500,06:42.5,00:00.0,184,0,3,467,0,0,cr,0,
18644,600,08:39.0,00:00.0,186,0,1,420,0,0,cr,0,
18645,1000,09:40.3,00:00.0,186,0,2,420,0,0,dr,0,
18646,50,11:44.7,00:00.0,187,0,1,431,0,0,cr,0,
18647,40,16:52.9,00:00.0,188,0,3,329,0,0,cr,0,
18648,500,18:56.0,00:00.0,W026,0,1,412,0,0,dr,0,
18649,1000,23:39.5,00:00.0,L011,0,2,449,40,0,cr,0,
18650,100,25:49.3,00:00.0,189,0,1,322,0,0,cr,0,
18651,500,27:39.3,00:00.0,W027,0,1,306,0,0,dr,0,
18652,100,29:47.5,00:00.0,190,0,1,322,0,0,cr,0,
18653,200,30:41.5,00:00.0,191,0,1,435,0,0,cr,0,
18654,10,31:28.2,00:00.0,192,0,1,450,0,0,cr,0,
18655,100,43:22.4,00:00.0,193,0,1,409,0,0,cr,0,
18656,50,46:41.2,00:00.0,194,0,1,431,0,0,cr,0,
18657,70,57:51.4,00:00.0,195,0,1,307,0,0,cr,0,
18658,50,58:57.2,00:00.0,196,0,1,318,0,0,cr,0,
18659,100,01:16.5,00:00.0,197,0,1,409,0,0,cr,0,
18660,100,03:00.4,00:00.0,198,0,1,392,0,0,cr,0,
18661,500,03:31.8,00:00.0,199,0,1,296,0,0,cr,0,
18662,100,04:10.6,00:00.0,200,0,1,391,0,0,cr,0,
18663,150,04:51.5,00:00.0,201,0,1,457,0,0,cr,0,
18664,100,05:39.7,00:00.0,202,0,1,378,0,0,cr,0,
18665,280,06:25.3,00:00.0,W028,0,1,435,0,0,dr,0,
18666,100,07:25.7,00:00.0,203,0,1,452,0,0,cr,0,
18667,50,32:58.0,00:00.0,204,0,1,409,0,0,cr,0,
18668,30,34:22.5,00:00.0,205,0,1,307,0,0,cr,0,
18669,30,35:01.7,00:00.0,206,0,1,318,0,0,cr,0,
18670,220,39:08.1,00:00.0,207,0,1,476,0,0,cr,0,
18671,600,39:46.7,00:00.0,208,0,1,383,0,0,cr,0,
18672,170,39:46.7,00:00.0,208,0,3,383,0,0,cr,0,
18673,20,43:10.2,00:00.0,209,0,1,460,0,0,cr,0,
18674,30,43:10.2,00:00.0,209,0,3,460,0,0,cr,0,
18675,100,58:55.7,00:00.0,210,0,1,452,0,0,cr,0,
18676,100,59:45.8,00:00.0,211,0,1,392,0,0,cr,0,
18677,100,03:19.8,00:00.0,212,0,1,391,0,0,cr,0,
18678,50,05:51.5,00:00.0,213,0,1,296,0,0,cr,0,
18679,50,06:46.3,00:00.0,214,0,1,409,0,0,cr,0,
18680,770,10:04.8,00:00.0,215,0,1,414,0,0,cr,0,
18681,3180,11:28.6,00:00.0,215,0,1,7,0,0,cr,0,
18682,4000,23:23.1,00:00.0,L012,0,2,420,960,0,cr,0,
18683,94,25:53.9,00:00.0,216,0,2,463,0,0,dr,0,
18684,50,29:10.5,00:00.0,217,0,1,485,0,0,cr,0,
18685,100,30:18.6,00:00.0,218,0,1,409,0,0,cr,0,
18686,20,31:01.9,00:00.0,219,0,1,471,0,0,cr,0,
18687,20,34:33.4,00:00.0,220,0,1,371,0,0,cr,0,
18688,200,37:38.5,00:00.0,222,0,1,391,0,0,cr,0,
18689,200,38:54.7,00:00.0,223,0,1,392,0,0,cr,0,
18690,200,39:34.1,00:00.0,224,0,1,452,0,0,cr,0,
18691,50,40:12.9,00:00.0,225,0,1,296,0,0,cr,0,
18692,20,42:24.1,00:00.0,227,0,1,307,0,0,cr,0,
18693,20,43:41.5,00:00.0,228,0,1,318,0,0,cr,0,
18694,10,44:20.5,00:00.0,229,0,1,419,0,0,cr,0,
18695,1400,45:04.2,00:00.0,L013,0,2,419,168,0,cr,0,
18696,4900,02:24.3,00:00.0,230,0,1,3,0,0,cr,0,
18697,15,03:47.5,00:00.0,231,0,1,371,0,0,cr,0,
18698,40,04:28.4,00:00.0,232,0,1,471,0,0,cr,0,
18699,50,05:02.0,00:00.0,233,0,2,419,0,0,dr,0,
18700,100,05:58.7,00:00.0,234,0,1,391,0,0,cr,0,
18701,100,06:32.2,00:00.0,235,0,1,452,0,0,cr,0,
18702,100,07:00.8,00:00.0,236,0,1,392,0,0,cr,0,
18703,20,10:15.6,00:00.0,237,0,1,379,0,0,cr,0,
18704,30,10:48.5,00:00.0,238,0,1,318,0,0,cr,0,
18705,30,12:06.4,00:00.0,240,0,1,307,0,0,cr,0,
18706,100,35:22.4,00:00.0,241,0,1,444,0,0,cr,0,
18707,50,38:36.8,00:00.0,243,0,1,471,0,0,cr,0,
18708,50,43:28.5,00:00.0,244,0,1,484,0,0,cr,0,
18709,50,44:52.9,00:00.0,245,0,1,400,0,0,cr,0,
18710,80,50:41.9,00:00.0,247,0,1,379,0,0,cr,0,
18711,300,54:40.1,00:00.0,248,0,2,449,0,0,dr,0,
18712,100,55:38.0,00:00.0,246,0,2,449,0,0,dr,0,
18713,50,00:45.8,00:00.0,249,0,2,419,0,0,dr,0,
18714,50,02:41.3,00:00.0,250,0,3,416,0,0,cr,0,
18715,50,04:11.3,00:00.0,638,0,1,14,0,0,cr,0,
18716,50,08:01.4,00:00.0,639,0,1,415,0,0,cr,0,
18717,50,08:45.5,00:00.0,640,0,1,416,0,0,cr,0,
18718,50,38:22.4,00:00.0,641,0,1,460,0,0,cr,0,
18719,10,38:22.4,00:00.0,641,0,3,460,0,0,cr,0,
18720,20,42:02.7,00:00.0,642,0,3,307,0,0,cr,0,
18721,40,42:02.7,00:00.0,642,0,1,307,0,0,cr,0,
18722,20,43:12.8,00:00.0,643,0,1,318,0,0,cr,0,
18723,20,43:12.8,00:00.0,643,0,3,318,0,0,cr,0,
18724,20,44:23.6,00:00.0,644,0,1,471,0,0,cr,0,
18725,20,45:06.5,00:00.0,645,0,1,484,0,0,cr,0,
18726,50,45:43.9,00:00.0,646,0,1,389,0,0,cr,0,
18727,50,46:43.8,00:00.0,647,0,1,468,0,0,cr,0,
18728,100,47:54.1,00:00.0,W029,0,1,332,0,0,dr,0,
18729,500,01:41.6,00:00.0,648,0,1,470,0,0,cr,0,
18730,50,14:03.2,00:00.0,649,0,2,419,0,0,dr,0,
18731,250,15:04.1,00:00.0,650,0,1,7,0,0,cr,0,
18732,30,15:51.2,00:00.0,1051,0,1,17,0,0,cr,0,
18733,250,17:32.1,00:00.0,W030,0,1,465,0,0,dr,0,
18734,2000,18:53.2,00:00.0,L0014,0,2,20,240,0,cr,0,
18735,100,45:34.4,00:00.0,1052,0,1,470,0,0,cr,0,
18736,20,48:37.4,00:00.0,1053,0,1,386,0,0,cr,0,
18737,100,51:17.6,00:00.0,1054,0,1,307,0,0,cr,0,
18738,20,51:17.6,00:00.0,1054,0,3,307,0,0,cr,0,
18739,20,53:41.2,00:00.0,1055,0,3,329,0,0,cr,0,
18740,50,54:41.7,00:00.0,1056,0,1,318,0,0,cr,0,
18741,10,54:41.7,00:00.0,1056,0,3,318,0,0,cr,0,
18742,20,15:27.4,00:00.0,1058,0,1,307,0,0,cr,0,
18743,50,16:31.6,00:00.0,1059,0,1,470,0,0,cr,0,
18744,10,17:08.0,00:00.0,1060,0,1,318,0,0,cr,0,
18745,100,17:45.6,00:00.0,1061,0,1,465,0,0,cr,0,
18746,40,18:40.5,00:00.0,1062,0,1,318,0,0,cr,0,
18747,40,19:43.6,00:00.0,1063,0,1,484,0,0,cr,0,
18748,40,20:15.7,00:00.0,1064,0,1,471,0,0,cr,0,
18749,50,21:04.9,00:00.0,1065,0,1,483,0,0,cr,0,
18750,50,21:04.9,00:00.0,1065,0,3,483,0,0,cr,0,
18751,150,22:22.9,00:00.0,W032,0,1,378,0,0,dr,0,
18752,300,23:27.0,00:00.0,1066,0,1,409,0,0,cr,0,
18753,200,24:05.1,00:00.0,1067,0,1,446,0,0,cr,0,
18754,50,24:37.6,00:00.0,1068,0,1,483,0,0,cr,0,
18755,50,24:37.6,00:00.0,1068,0,3,483,0,0,cr,0,
18756,100,39:37.5,00:00.0,1070,0,1,485,0,0,cr,0,
18757,200,39:37.5,00:00.0,1070,0,3,485,0,0,cr,0,
18758,20,41:14.7,00:00.0,1071,0,1,318,0,0,cr,0,
18759,10,41:14.7,00:00.0,1071,0,3,318,0,0,cr,0,
18760,10,42:08.0,00:00.0,1072,0,1,307,0,0,cr,0,
18761,100,55:08.7,00:00.0,1073,0,1,483,0,0,cr,0,
18762,240,56:30.0,00:00.0,1081,0,2,449,0,0,dr,0,
18763,200,57:22.0,00:00.0,1075,0,1,409,0,0,cr,0,
18764,40,58:04.8,00:00.0,1076,0,1,307,0,0,cr,0,
18765,850,59:10.0,00:00.0,1077,0,1,411,0,0,cr,0,
18766,50,00:00.5,00:00.0,1079,0,1,17,0,0,cr,0,
18767,50,00:54.4,00:00.0,1080,0,1,318,0,0,cr,0,
18768,800,07:11.0,00:00.0,W033,0,1,438,0,0,dr,0,
18769,420,08:37.0,00:00.0,W034,0,2,449,0,0,dr,0,
18770,420,30:38.9,00:00.0,W034,0,1,449,0,0,dr,0,
18771,20,31:50.4,00:00.0,1083,0,1,425,0,0,cr,0,
18772,10,31:50.4,00:00.0,1083,0,3,425,0,0,cr,0,
18773,20,33:25.0,00:00.0,1084,0,1,318,0,0,cr,0,
18774,10,34:04.3,00:00.0,1085,0,1,307,0,0,cr,0,
18775,10,34:04.3,00:00.0,1085,0,3,307,0,0,cr,0,
18776,1638,37:05.2,00:00.0,W035,0,1,375,0,0,dr,0,
18777,1488,37:34.6,00:00.0,W035,0,2,375,0,0,dr,0,
18778,150,40:00.3,00:00.0,W035,0,2,375,0,0,cr,0,
18779,150,40:43.0,00:00.0,W035,0,2,375,0,0,dr,0,
18780,150,42:19.5,00:00.0,1086,0,1,411,0,0,cr,0,
18781,20,43:39.4,00:00.0,1087,0,1,371,0,0,cr,0,
18782,10,44:17.0,00:00.0,1088,0,1,318,0,0,cr,0,
18783,10,44:17.0,00:00.0,1088,0,3,318,0,0,cr,0,
18784,10,45:17.6,00:00.0,1089,0,1,307,0,0,cr,0,
18785,10,45:17.6,00:00.0,1089,0,3,307,0,0,cr,0,
18786,100,46:18.4,00:00.0,1090,0,1,483,0,0,cr,0,
18787,50,46:52.4,00:00.0,1090,0,3,483,0,0,cr,0,
18788,10,47:36.0,00:00.0,1091,0,1,353,0,0,cr,0,
18789,500,54:11.5,00:00.0,1092,0,1,391,0,0,cr,0,
18790,500,55:36.4,00:00.0,1093,0,1,392,0,0,cr,0,
18791,190,56:38.7,00:00.0,1096,0,1,480,0,0,cr,0,
18792,190,57:31.3,00:00.0,1097,0,1,479,0,0,cr,0,
18793,200,58:14.1,00:00.0,1098,0,1,414,0,0,cr,0,
18794,200,58:51.7,00:00.0,1099,0,1,465,0,0,cr,0,
18795,200,59:52.2,00:00.0,1100,0,1,468,0,0,cr,0,
18796,190,00:29.0,00:00.0,1351,0,1,478,0,0,cr,0,
18797,10,01:13.0,00:00.0,1352,0,1,371,0,0,cr,0,
18798,10,01:51.7,00:00.0,1094,0,1,318,0,0,cr,0,
18799,10,01:51.7,00:00.0,1094,0,3,318,0,0,cr,0,
18800,10,02:59.8,00:00.0,1095,0,1,307,0,0,cr,0,
18801,10,02:59.8,00:00.0,1095,0,3,307,0,0,cr,0,
